majority,total,x,y,gold
7,7,unlawful,unlawful,"turkers=""NA"""
7,7,instability,geopolitical instability,"turkers=""instability"""
7,7,natural,causes buxeda,"turkers=""natural"""
7,7,produce,formulated,"turkers=""produce"""
7,7,fits nicely,complement,"turkers=""fits nicely"""
3,7,escape,dodge,"turkers=""escape"""
6,7,requirement,prerequisites,"turkers=""requirement"""
5,7,uncertainty,uncertainness,"turkers=""uncertainty"""
6,7,faces,expressions,"turkers=""faces"""
4,7,speculation,hypothesis,"turkers=""hypothesis"""
6,7,statement,requirement,"turkers=""statement"""
6,7,rehabilitation,reclamation,"turkers=""rehabilitation"""
7,7,face,expressions,"turkers=""face"""
5,7,formulated,attribute,"turkers=""attribute"""
5,7,wave,foot,"turkers=""foot"""
6,7,therapies,bronchitis,"turkers=""therapies"""
4,7,grants,already,"turkers=""grants"""
6,7,constrained,consist,"turkers=""consist"""
3,7,formulated,clinically tested,"turkers=""formulated"""
6,7,two,entity,"turkers=""two"""
7,7,holder,1 name westpac,"turkers=""holder"""
4,7,hemmed,constrained,"turkers=""hemmed"""
5,7,rendered powerless,empowered,"turkers=""empowered"""
7,7,formulated,form,"turkers=""form"""
4,7,wave,let,"turkers=""wave"""
7,7,profiling,outline,"turkers=""outline"""
3,7,incriminate,implicates,"turkers=""incriminate"""
5,7,pure,alarmed,"turkers=""pure"""
4,7,empowered,answerable,"turkers=""empowered"""
3,7,right,choice,"turkers=""right"""
4,7,requirement,prerequisite,"turkers=""requirement"""
3,7,constraint,constrained,"turkers=""constrained"""
7,7,interlocutory orders,determinations,"turkers=""determinations"""
6,7,standard,service,"turkers=""service"""
6,7,balkans,balkan,"turkers=""NA"""
4,7,discussion,conclusion,"turkers=""conclusion"""
7,7,mention,implicates,"turkers=""mention"""
4,7,uncertainty,circumstances,"turkers=""circumstances"""
4,7,requiring,requirement,"turkers=""requiring"""
3,7,requirement,assignment,"turkers=""assignment"""
5,7,utilize,complement,"turkers=""complement"""
6,7,severely constrained,constrained,"turkers=""constrained"""
6,7,chemical,atomic,"turkers=""chemical"""
7,7,odd,innocuous,"turkers=""odd"""
5,7,of,odd,"turkers=""of"""
7,7,trace,implicates,"turkers=""trace"""
5,7,overload,overburden,"turkers=""overload"""
5,7,thought,imagine,"turkers=""thought"""
7,7,slowed,retarded,"turkers=""slowed"""
7,7,regulate,constrained,"turkers=""regulate"""
6,7,grants,brownfields grants,"turkers=""grants"""
6,7,empowered,dis empowered,"turkers=""empowered"""
6,7,sent,driven,"turkers=""sent"""
7,7,exacerbated,driven,"turkers=""driven"""
3,7,heavily influenced,constrained,"turkers=""heavily influenced"""
5,7,marketed,formulated,"turkers=""marketed"""
7,7,implicates,blame,"turkers=""blame"""
4,7,notifying,notifed,"turkers=""notifed"""
5,7,formulated,elaborate,"turkers=""elaborate"""
5,7,obedient servants,empowered,"turkers=""empowered"""
6,7,complement,augmented,"turkers=""complement"""
7,7,praying fervently,prayed,"turkers=""prayed"""
7,7,empowered,depoliticised,"turkers=""empowered"""
4,7,untouched,unmoved,"turkers=""unmoved"""
6,7,requires,requirement,"turkers=""requires"""
5,7,determinations,adjudications,"turkers=""determinations"""
5,7,supplement,complement,"turkers=""complement"""
7,7,maintain,constrained,"turkers=""maintain"""
7,7,look,expressions,"turkers=""look"""
7,7,possessor,holder,"turkers=""holder"""
7,7,operationalized,formulated,"turkers=""formulated"""
7,7,TRUE,genuine,"turkers=""true"""
4,7,stifle,constrained,"turkers=""constrained"""
6,7,hospitality,choice,"turkers=""choice"""
7,7,grants,cdbg funds,"turkers=""grants"""
7,7,recommend,formulated,"turkers=""recommend"""
7,7,open,empowered,"turkers=""open"""
6,7,trout,choice,"turkers=""choice"""
6,7,present,compose,"turkers=""present"""
4,7,purchaser,holder,"turkers=""holder"""
6,7,universities,grants,"turkers=""universities"""
6,7,professioning,professing,"turkers=""professing"""
4,7,prayed,begged,"turkers=""begged"""
6,7,just,driven,"turkers=""just"""
6,7,requirement,incumbent,"turkers=""requirement"""
6,7,variation thereon,expressions,"turkers=""expressions"""
3,7,quite,genuine,"turkers=""genuine"""
3,7,prayers,prayed,"turkers=""prayed"""
7,7,shorten,constrained,"turkers=""shorten"""
7,7,lay,formulated,"turkers=""lay"""
4,7,requirement,investment,"turkers=""requirement"""
6,7,elaboration,details,"turkers=""details"""
4,7,uncertainty,doubtfulness,"turkers=""uncertainty"""
4,7,requirements,requirement,"turkers=""NA"""
4,7,worrisome,distressful,"turkers=""worrisome"""
7,7,provide,empowered,"turkers=""provide"""
6,7,mexican,american,"turkers=""american"""
4,7,nominate,formulated,"turkers=""nominate"""
7,7,codified,classify,"turkers=""classify"""
6,7,took,driven,"turkers=""took"""
6,7,person,entity,"turkers=""person"""
6,7,two,rocket,"turkers=""two"""
5,7,misunderstands,implicates,"turkers=""misunderstands"""
5,7,nurture,empowered,"turkers=""nurture"""
3,7,draw reasonable inferences,determinations,"turkers=""draw reasonable inferences"""
5,7,requirement,prohibition,"turkers=""requirement"""
7,7,disrupt,constrained,"turkers=""disrupt"""
4,7,indicts,implicates,"turkers=""implicates"""
5,7,partner,complement,"turkers=""partner"""
3,7,nuclear,atomic,"turkers=""NA"""
5,7,irreplaceable,essential,"turkers=""essential"""
6,7,implicates,impact,"turkers=""impact"""
5,7,sticking,leaving,"turkers=""leaving"""
5,7,unappealable,determinations,"turkers=""determinations"""
4,7,elaboration,elaborateness,"turkers=""elaboration"""
5,7,standard,natures,"turkers=""standard"""
5,7,legitimate,genuine,"turkers=""genuine"""
7,7,proposition,choice,"turkers=""choice"""
7,7,stipulated,requirement,"turkers=""requirement"""
5,7,implicates,embroils,"turkers=""implicates"""
5,7,wave,curl,"turkers=""curl"""
4,7,unbalance,instability,"turkers=""unbalance"""
7,7,unparalleled,unique,"turkers=""unique"""
5,7,reigning,dominating,"turkers=""dominating"""
6,7,unfeigned,professing,"turkers=""professing"""
6,7,foundational,essential,"turkers=""essential"""
5,7,propose,formulated,"turkers=""propose"""
7,7,determinations,action,"turkers=""action"""
6,7,situation,odd,"turkers=""odd"""
7,7,made,formulated,"turkers=""made"""
7,7,support,empowered,"turkers=""support"""
3,7,rescue,escape,"turkers=""rescue"""
7,7,constrained,compel,"turkers=""compel"""
5,7,ibm,'s,"turkers=""'s"""
4,7,laughs,is,"turkers=""laughs"""
4,7,profiling,fingerprinting,"turkers=""fingerprinting"""
4,7,economical,economic,"turkers=""economic"""
5,7,hitler,'s,"turkers=""'s"""
4,7,enrich,complement,"turkers=""complement"""
7,7,juristic entity,entity,"turkers=""entity"""
4,7,literal,genuine,"turkers=""genuine"""
4,7,hypothesis,conjecture,"turkers=""NA"""
6,7,replace,complement,"turkers=""replace"""
4,7,restate,formulated,"turkers=""restate"""
4,7,laughs,jokes,"turkers=""jokes"""
4,7,peaceable,pacific,"turkers=""pacific"""
7,7,trader,bargainer,"turkers=""trader"""
6,7,constrained,afflict,"turkers=""afflict"""
6,7,syllogism,conclusion,"turkers=""conclusion"""
7,7,complement,another,"turkers=""another"""
5,7,thought,suppose,"turkers=""thought"""
7,7,hypothesis,gut microbiota,"turkers=""hypothesis"""
7,7,restrain,constrained,"turkers=""restrain"""
3,7,formulated,articulated,"turkers=""NA"""
6,7,egg,breeding,"turkers=""egg"""
3,7,markers,marker,"turkers=""marker"""
5,7,scientist,hypothesis,"turkers=""scientist"""
5,7,symmetries,imbalances,"turkers=""imbalances"""
4,7,two,choice,"turkers=""two"""
7,7,insulting,disdainful,"turkers=""insulting"""
4,7,self reliant,empowered,"turkers=""self reliant"""
3,7,somebody,everyone,"turkers=""somebody"""
4,7,complement,accompany,"turkers=""complement"""
6,7,constrained,confront,"turkers=""confront"""
4,7,wrestle,pinned,"turkers=""pinned"""
4,7,slower,slowed,"turkers=""slower"""
7,7,determinations,combination,"turkers=""combination"""
6,7,endeavor,effort,"turkers=""effort"""
5,7,unlawful,acts,"turkers=""acts"""
6,7,tense verbs,expressions,"turkers=""expressions"""
6,7,stiffened,constrained,"turkers=""stiffened"""
5,7,expressions,and,"turkers=""and"""
6,7,trader,monger,"turkers=""trader"""
5,7,imbalances,asymmetry,"turkers=""imbalances"""
6,7,requirement,imperative,"turkers=""requirement"""
6,7,rehabilitation,homeboy industries gang,"turkers=""rehabilitation"""
7,7,widen,broadening,"turkers=""widen"""
4,7,constrained,confound,"turkers=""constrained"""
5,7,essential,an,"turkers=""an"""
6,7,wave,amplitude,"turkers=""wave"""
4,7,dont,american,"turkers=""dont"""
6,7,judgement,determinations,"turkers=""judgement"""
6,7,fostering,breeding,"turkers=""breeding"""
7,7,sticking,flummoxing,"turkers=""sticking"""
6,7,constrained,assign,"turkers=""assign"""
7,7,likable,likable,"turkers=""NA"""
6,7,mistrusting,distrust,"turkers=""distrust"""
7,7,notifying,notice,"turkers=""notice"""
6,7,determinations,adjudicative,"turkers=""determinations"""
4,7,implicates,dictate,"turkers=""dictate"""
7,7,market hypothesis emh,efficient,"turkers=""efficient"""
5,7,restricted,constrained,"turkers=""restricted"""
6,7,principle,hypothesis,"turkers=""principle"""
7,7,position,determinations,"turkers=""position"""
5,7,sticking,chewing,"turkers=""chewing"""
4,7,worrisome,distressing,"turkers=""worrisome"""
3,7,implicates,devastates,"turkers=""implicates"""
6,7,elaboration,elaboratenes,"turkers=""elaboration"""
7,7,resting,burgundy velvet gilt edged,"turkers=""resting"""
7,7,formulation,expressions,"turkers=""expressions"""
6,7,implicates,frustrate,"turkers=""frustrate"""
6,7,professing,conceding,"turkers=""professing"""
5,7,formulated,ascertain,"turkers=""formulated"""
4,7,peachy,keen,"turkers=""peachy"""
5,7,determinations,adjudicate,"turkers=""determinations"""
7,7,formulated,applied,"turkers=""applied"""
7,7,race,apartheid,"turkers=""race"""
3,7,irritate,disturbs,"turkers=""disturbs"""
6,7,requirement,eligibility criterion,"turkers=""requirement"""
7,7,real,genuine,"turkers=""real"""
5,7,indispensable tool,essential,"turkers=""essential"""
5,7,statutorily required,determinations,"turkers=""determinations"""
5,7,science,conclusion,"turkers=""science"""
7,7,expressions,elicit,"turkers=""expressions"""
5,7,meadow,disappointment,"turkers=""meadow"""
7,7,professing,pretending,"turkers=""pretending"""
6,7,slowed,lagged behind,"turkers=""slowed"""
5,7,rode,driven,"turkers=""rode"""
3,7,version,edition,"turkers=""edition"""
5,7,requirement,applicable,"turkers=""requirement"""
6,7,special,requirement,"turkers=""special"""
4,7,smiles frowns,expressions,"turkers=""smiles frowns"""
6,7,perform,compose,"turkers=""perform"""
5,7,implicates,equate,"turkers=""equate"""
4,7,suggestion,conclusion,"turkers=""suggestion"""
5,7,utmost importance,essential,"turkers=""essential"""
4,7,travelling,sticking,"turkers=""travelling"""
7,7,scheduled,plan,"turkers=""plan"""
7,7,driven,away,"turkers=""away"""
5,7,terms,standard,"turkers=""standard"""
7,7,the,conclusion,"turkers=""the"""
4,7,borrows,adopt,"turkers=""borrows"""
6,7,oskanyan,elaboration,"turkers=""elaboration"""
5,7,oddity,odd,"turkers=""odd"""
5,7,formulated,collate,"turkers=""formulated"""
6,7,imbalances,balances,"turkers=""balances"""
7,7,reminiscence,recall,"turkers=""recall"""
5,7,participate,compose,"turkers=""participate"""
7,7,professing,confess,"turkers=""confess"""
3,7,evidence,conclusion,"turkers=""conclusion"""
7,7,worrisome,unreassuring,"turkers=""worrisome"""
7,7,extend,broadening,"turkers=""extend"""
6,7,sharp,keen,"turkers=""sharp"""
5,7,formulated,forecast,"turkers=""forecast"""
6,7,rehabilitation,rebuilding,"turkers=""rebuilding"""
5,7,standard,example,"turkers=""example"""
6,7,marks,markers,"turkers=""marks"""
5,7,approachability,accessibility,"turkers=""accessibility"""
7,7,selection,choice,"turkers=""choice"""
6,7,rehabilitation,prelate recant,"turkers=""rehabilitation"""
7,7,the,earthquake,"turkers=""the"""
7,7,professing,pretend,"turkers=""pretend"""
6,7,unaffected,constrained,"turkers=""unaffected"""
7,7,resting,lefty kason gabbard,"turkers=""resting"""
6,7,pinned,immobilised,"turkers=""pinned"""
7,7,roquette,rocket,"turkers=""rocket"""
6,7,formulated,draft,"turkers=""draft"""
3,7,pleasing,fantastic,"turkers=""pleasing"""
6,7,user friendly,accessibility,"turkers=""user friendly"""
7,7,insulting,gratuitously insulting,"turkers=""insulting"""
6,7,educationing,breeding,"turkers=""breeding"""
7,7,keen,keen,"turkers=""NA"""
7,7,the,entity,"turkers=""the"""
7,7,recall,call,"turkers=""call"""
7,7,free,expressions,"turkers=""free"""
4,7,pleasing,liking,"turkers=""liking"""
7,7,unpaired,odd,"turkers=""odd"""
5,7,rapidly,fast,"turkers=""fast"""
7,7,social,rehabilitation,"turkers=""social"""
5,7,investigate,an,"turkers=""an"""
4,7,hypothetical,hypothesis,"turkers=""hypothesis"""
4,7,setback,disappointment,"turkers=""disappointment"""
6,7,implicates,criticizes,"turkers=""criticizes"""
4,7,requirement,regulation,"turkers=""requirement"""
4,7,expressions,ex pression,"turkers=""expressions"""
3,7,realized,driven,"turkers=""driven"""
6,7,integrate seamlessly,complement,"turkers=""complement"""
4,7,complemented,complement,"turkers=""NA"""
6,7,constrained,attain,"turkers=""attain"""
5,7,formulated,designate,"turkers=""designate"""
7,7,quasi autonomous,entity,"turkers=""entity"""
5,7,formulated,anticipate,"turkers=""anticipate"""
7,7,involvement,implicates,"turkers=""involvement"""
4,7,imbalances,imbalance,"turkers=""NA"""
5,7,rapidly,apace,"turkers=""rapidly"""
6,7,notifying,contacted,"turkers=""contacted"""
7,7,uncertainty,precariousness,"turkers=""uncertainty"""
6,7,part,essential,"turkers=""part"""
6,7,seamlessly integrate,complement,"turkers=""complement"""
5,7,stressor,biochemical imbalances,"turkers=""stressor"""
7,7,try,endeavor,"turkers=""try"""
4,7,shocked,insulting,"turkers=""shocked"""
6,7,marginalized,empowered,"turkers=""empowered"""
6,7,uncertainty,precariousnes,"turkers=""uncertainty"""
4,7,uncertainty,anxiety,"turkers=""anxiety"""
5,7,wikipedia,edition,"turkers=""edition"""
3,7,rehabilitation,recuperation,"turkers=""NA"""
6,7,runway,rail,"turkers=""rail"""
7,7,odd,comical,"turkers=""odd"""
4,7,translate,implicates,"turkers=""translate"""
3,7,efficient,effective,"turkers=""NA"""
3,7,essential,critical,"turkers=""critical"""
7,7,overload,load,"turkers=""load"""
4,7,keen,cracking,"turkers=""cracking"""
7,7,therapies,parp inhibitors,"turkers=""therapies"""
7,7,freedom,expressions,"turkers=""freedom"""
7,7,implicates,anticipate,"turkers=""anticipate"""
5,7,outcome,conclusion,"turkers=""outcome"""
7,7,formulated,acnfp,"turkers=""formulated"""
5,7,judge declares mistrial,implicates,"turkers=""implicates"""
6,7,descending,deriving,"turkers=""descending"""
6,7,suggest,hypothesis,"turkers=""suggest"""
7,7,dovetail perfectly,complement,"turkers=""complement"""
7,7,rail,maglev train,"turkers=""rail"""
3,7,largely unaffected,constrained,"turkers=""constrained"""
3,7,somebody,person,"turkers=""person"""
6,7,slowed,faltered,"turkers=""slowed"""
6,7,outflow,escape,"turkers=""escape"""
6,7,ineligible,elgible,"turkers=""elgible"""
4,7,essential,all-important,"turkers=""essential"""
5,7,laughs,bags,"turkers=""bags"""
3,7,horrify,alarmed,"turkers=""NA"""
5,7,rehabs,rehabilitation,"turkers=""rehabs"""
4,7,nonliteral,expressions,"turkers=""expressions"""
4,7,resting,footing,"turkers=""resting"""
4,7,expressions,demonstration,"turkers=""expressions"""
4,7,constricted,constrained,"turkers=""NA"""
6,7,forced,constrained,"turkers=""forced"""
3,7,innards,entrails,"turkers=""innards"""
6,7,rail,fulminate,"turkers=""rail"""
7,7,raising,breeding,"turkers=""raising"""
5,7,impelled,empowered,"turkers=""empowered"""
7,7,formulated,explain,"turkers=""explain"""
6,7,update,complement,"turkers=""update"""
4,7,meshed,complement,"turkers=""complement"""
7,7,rehabilitation,pardon,"turkers=""pardon"""
6,7,resting,get,"turkers=""get"""
6,7,nonjurisdictional,determinations,"turkers=""determinations"""
7,7,oddball,odd,"turkers=""odd"""
5,7,handiness,accessibility,"turkers=""handiness"""
6,7,respond,complement,"turkers=""respond"""
5,7,to,notifying,"turkers=""to"""
4,7,boycotting,boycott,"turkers=""boycott"""
4,7,requirement,component,"turkers=""requirement"""
4,7,ineligible,forfeited,"turkers=""ineligible"""
6,7,coming,breeding,"turkers=""coming"""
7,7,residency requirement,requirement,"turkers=""requirement"""
7,7,escape,escape,"turkers=""NA"""
3,7,restrictive,constrained,"turkers=""restrictive"""
7,7,notifying,note,"turkers=""note"""
5,7,formulated,articulate,"turkers=""formulated"""
6,7,expressions,descriptive adjectives,"turkers=""expressions"""
7,7,threaten,constrained,"turkers=""threaten"""
3,7,slowed,calmed,"turkers=""slowed"""
6,7,implicates,catch,"turkers=""catch"""
5,7,expressions,express,"turkers=""express"""
3,7,phoney,genuine,"turkers=""phoney"""
4,7,genuine,credible,"turkers=""genuine"""
7,7,slowed,hindered,"turkers=""slowed"""
6,7,foster,empowered,"turkers=""foster"""
4,7,privates,expressions,"turkers=""privates"""
7,7,unsavory,odd,"turkers=""odd"""
7,7,words,expressions,"turkers=""words"""
6,7,reigning,prevailing,"turkers=""reigning"""
7,7,empowered,deliver,"turkers=""deliver"""
4,7,requirement,necessary,"turkers=""necessary"""
7,7,finis,conclusion,"turkers=""conclusion"""
7,7,suspect,mistrusting,"turkers=""suspect"""
7,7,irreducible complexity,hypothesis,"turkers=""hypothesis"""
5,7,implicates,entail,"turkers=""entail"""
3,7,determinations,causal inferences,"turkers=""determinations"""
7,7,locations,expressions,"turkers=""locations"""
6,7,genuine,feign,"turkers=""genuine"""
7,7,requirement,grandfathering provision,"turkers=""requirement"""
4,7,swell,keen,"turkers=""swell"""
9,14,requirement,essential,"turkers=""requirement"""
7,7,repelled,driven,"turkers=""driven"""
7,7,reason,entity,"turkers=""reason"""
7,7,requirement,recordkeeping requirements,"turkers=""requirement"""
4,7,requirement,applicant,"turkers=""requirement"""
5,7,quantum,amputations,"turkers=""amputations"""
4,7,rehabilitation,re habilitation,"turkers=""NA"""
5,7,statutes,codified,"turkers=""statutes"""
3,7,odd,just,"turkers=""odd"""
3,7,sincerely,genuine,"turkers=""sincerely"""
5,7,interference,instability,"turkers=""instability"""
7,7,tsumani,earthquake,"turkers=""earthquake"""
7,7,fields,battlefields,"turkers=""fields"""
4,7,rehabilitation,reconstruction,"turkers=""reconstruction"""
7,7,standard,normal,"turkers=""normal"""
4,7,sidestep,escape,"turkers=""escape"""
4,7,somebody,'s,"turkers=""somebody"""
4,7,empowered,answerability,"turkers=""empowered"""
7,7,choice,attorneys-general,"turkers=""choice"""
4,7,rapidly,chop-chop,"turkers=""chop-chop"""
5,7,conclusion,conclude,"turkers=""conclude"""
6,7,stringing,sticking,"turkers=""sticking"""
7,7,disturb,constrained,"turkers=""disturb"""
6,7,propounded,formulated,"turkers=""formulated"""
3,7,dictate,constrained,"turkers=""dictate"""
6,7,looks,expressions,"turkers=""looks"""
7,7,help,empowered,"turkers=""help"""
6,7,thought,celebration,"turkers=""thought"""
7,7,shaped cheetah blades,efficient,"turkers=""efficient"""
4,7,driven,drive,"turkers=""drive"""
7,7,repair,rehabilitation,"turkers=""repair"""
7,7,step,essential,"turkers=""step"""
7,7,unparalleled,alone,"turkers=""alone"""
5,7,requirement,necessity,"turkers=""requirement"""
5,7,sticking,burying,"turkers=""sticking"""
7,7,significantly,rapidly,"turkers=""rapidly"""
6,7,formulated,envisaged,"turkers=""formulated"""
5,7,evaluations,determinations,"turkers=""NA"""
6,7,slowed,made,"turkers=""made"""
7,7,notifying,mention,"turkers=""mention"""
7,7,far,elaboration,"turkers=""far"""
4,7,requirement,recipient,"turkers=""requirement"""
6,7,resting,rest,"turkers=""rest"""
5,7,estimation,determinations,"turkers=""estimation"""
7,7,trader,kenneth polcari managing,"turkers=""trader"""
5,7,sort,genuine,"turkers=""sort"""
7,7,the,standard,"turkers=""the"""
4,7,fueling,driven,"turkers=""driven"""
7,7,slowed,degenerated,"turkers=""slowed"""
4,7,trader,dealer,"turkers=""dealer"""
5,7,laboured,driven,"turkers=""driven"""
7,7,work,rehabilitation,"turkers=""work"""
7,7,soul,somebody,"turkers=""somebody"""
7,7,promote,empowered,"turkers=""promote"""
6,7,formulated,construct,"turkers=""construct"""
6,7,propel,empowered,"turkers=""propel"""
6,7,thought,recollect,"turkers=""thought"""
4,7,keen,bang-up,"turkers=""keen"""
6,7,gynecology,cardiothoracic,"turkers=""gynecology"""
7,7,paramount,essential,"turkers=""essential"""
4,7,formulated,demonstrate,"turkers=""demonstrate"""
4,7,thought,opinion,"turkers=""thought"""
7,7,surcharge,overload,"turkers=""overload"""
4,7,curtail,constrained,"turkers=""constrained"""
5,7,disposition,determinations,"turkers=""determinations"""
5,7,amputee,amputations,"turkers=""amputee"""
5,7,unconstrained,constrained,"turkers=""constrained"""
6,7,stressor,stress,"turkers=""stress"""
7,7,suggestion,hypothesis,"turkers=""suggestion"""
5,7,laughs,jest,"turkers=""laughs"""
7,7,longitude,conclusion,"turkers=""conclusion"""
7,7,kuehlem,escape,"turkers=""escape"""
4,7,formulated,enunciated,"turkers=""formulated"""
7,7,variation,edition,"turkers=""edition"""
5,7,puzzling,odd,"turkers=""odd"""
7,7,sputtered,slowed,"turkers=""slowed"""
4,7,withdraw,recall,"turkers=""recall"""
4,7,determinations,appealable,"turkers=""determinations"""
4,7,implicates,discloses,"turkers=""discloses"""
5,7,institution,entity,"turkers=""institution"""
5,7,determinations,deliberation,"turkers=""determinations"""
3,7,profiling,frisks,"turkers=""profiling"""
5,7,conclusion,concludes,"turkers=""NA"""
7,7,wasn'ti,thought,"turkers=""thought"""
7,7,identify,formulated,"turkers=""identify"""
5,7,thought,persuasion,"turkers=""thought"""
7,7,thought,mentation,"turkers=""thought"""
4,7,empowering,empowered,"turkers=""empowered"""
5,7,requirement,re quire,"turkers=""requirement"""
7,7,specially formulated,formulated,"turkers=""formulated"""
7,7,odd,ironic,"turkers=""odd"""
7,7,manifestation,expressions,"turkers=""expressions"""
5,7,findings,conclusion,"turkers=""findings"""
4,7,sensitized,empowered,"turkers=""empowered"""
7,7,indispensible,essential,"turkers=""essential"""
5,7,smashing,keen,"turkers=""keen"""
3,7,government-sponsored,government-assisted,"turkers=""NA"""
6,7,inaccessibility,accessibility,"turkers=""accessibility"""
7,7,standard,bs en#####,"turkers=""standard"""
6,7,distort,constrained,"turkers=""distort"""
5,7,complement,blend,"turkers=""blend"""
4,7,trader,trade,"turkers=""trade"""
3,7,notifying,consult,"turkers=""notifying"""
5,7,unlawful,illicit,"turkers=""unlawful"""
4,7,expressions,expression,"turkers=""expression"""
3,7,unevenly distributed,constrained,"turkers=""unevenly distributed"""
5,7,slowed,allowed,"turkers=""slowed"""
3,7,systematize,codified,"turkers=""NA"""
5,7,panellist,essential,"turkers=""essential"""
7,7,formulated,design,"turkers=""design"""
7,7,stagnated,slowed,"turkers=""slowed"""
7,7,requirement,matter,"turkers=""matter"""
7,7,think,recall,"turkers=""think"""
4,7,slowed,slow,"turkers=""slow"""
6,7,overload,overburdened,"turkers=""overload"""
5,7,encrypted,encrypt sensitive,"turkers=""encrypted"""
7,7,telling,notifying,"turkers=""telling"""
7,7,grants,gives,"turkers=""gives"""
6,7,implicates,dedicate,"turkers=""dedicate"""
4,7,rehabilitation,rehabbing,"turkers=""rehabbing"""
5,7,supremacy,apartheid,"turkers=""supremacy"""
5,7,odd,copy,"turkers=""odd"""
7,7,ruling,reigning,"turkers=""ruling"""
4,7,present,grants,"turkers=""present"""
3,7,reigning,descending,"turkers=""reigning"""
7,7,odd,inexplicable,"turkers=""odd"""
6,7,gifted,empowered,"turkers=""gifted"""
4,7,entity,authorities,"turkers=""authorities"""
6,7,prayed,hope,"turkers=""hope"""
6,7,melting,breeding,"turkers=""melting"""
6,7,resting,reclined,"turkers=""resting"""
6,7,mergeco,entity,"turkers=""entity"""
7,7,empowered,combine,"turkers=""combine"""
5,7,overload,overcharge,"turkers=""overload"""
4,7,choice,began,"turkers=""began"""
3,7,uncertainty,insecurity,"turkers=""NA"""
4,7,requirement,complaint,"turkers=""complaint"""
4,7,formulated,calculate,"turkers=""calculate"""
5,7,supposed,scheduled,"turkers=""scheduled"""
7,7,natural,instinctive,"turkers=""natural"""
6,7,end,conclusion,"turkers=""end"""
7,7,wyo. stat,determinations,"turkers=""determinations"""
7,7,odd,incongruous,"turkers=""odd"""
4,7,tightened,constrained,"turkers=""tightened"""
6,7,insulting,diss,"turkers=""diss"""
4,7,somebody,everybody,"turkers=""somebody"""
4,7,rum,odd,"turkers=""odd"""
6,7,empowered,capacitated,"turkers=""empowered"""
3,7,pleasing,lighting,"turkers=""NA"""
7,7,natural,c1 inhibitor maintains,"turkers=""natural"""
6,7,remedies,laughs,"turkers=""laughs"""
5,7,knifelike,keen,"turkers=""keen"""
4,7,yields,grants,"turkers=""grants"""
6,7,resting,be,"turkers=""be"""
6,7,professing,confession,"turkers=""confession"""
4,7,widening,broadening,"turkers=""widening"""
5,7,improve,complement,"turkers=""improve"""
6,7,inspire,empowered,"turkers=""inspire"""
6,7,last,conclusion,"turkers=""last"""
5,7,organise,formulated,"turkers=""organise"""
3,7,contain,complement,"turkers=""complement"""
5,7,driven,aided,"turkers=""driven"""
4,7,valuable,essential,"turkers=""valuable"""
7,7,standard,criterion,"turkers=""standard"""
6,7,thought,reckon,"turkers=""thought"""
5,7,numbed,constrained,"turkers=""numbed"""
4,7,reactions,expressions,"turkers=""reactions"""
6,7,preparation,determinations,"turkers=""preparation"""
5,7,requirement,implement,"turkers=""requirement"""
5,7,conclusion,closing,"turkers=""closing"""
7,7,lancinating,keen,"turkers=""keen"""
3,7,rehearings,determinations,"turkers=""NA"""
3,7,thought,thinking,"turkers=""thinking"""
3,7,consider,compose,"turkers=""consider"""
4,7,shipping,breeding,"turkers=""shipping"""
6,7,pirating copyrighted material,notifying,"turkers=""notifying"""
7,7,us,slowed,"turkers=""us"""
7,7,worrisome,very,"turkers=""very"""
6,7,formulated,fine tuned,"turkers=""fine tuned"""
7,7,sticking,pancaked entrance,"turkers=""sticking"""
6,7,requirement,limitation,"turkers=""requirement"""
4,7,inscribed,encrypted,"turkers=""inscribed"""
6,7,laughs,gapes,"turkers=""laughs"""
7,7,keen,great,"turkers=""great"""
3,7,implicated,formulated,"turkers=""formulated"""
7,7,expand,complement,"turkers=""expand"""
7,7,scheduled,postponing,"turkers=""scheduled"""
5,7,togerther,entity,"turkers=""togerther"""
5,7,pinned,pin,"turkers=""pin"""
7,7,to,accessibility,"turkers=""to"""
4,7,promote,complement,"turkers=""promote"""
5,7,recollect,recall,"turkers=""recall"""
6,7,pacific,mediterranean,"turkers=""pacific"""
6,7,implicates,ignores,"turkers=""ignores"""
3,7,unstablenes,instability,"turkers=""instability"""
3,7,prosecute,implicates,"turkers=""prosecute"""
7,7,extricate,escape,"turkers=""escape"""
7,7,constrained,affect,"turkers=""affect"""
6,7,notifying,disclosing,"turkers=""notifying"""
4,7,studying,sticking,"turkers=""studying"""
3,7,availableness,accessibility,"turkers=""accessibility"""
7,7,standard,microtca specification,"turkers=""standard"""
7,7,ibm,ibm,"turkers=""NA"""
7,7,scouting,reconnoitering,"turkers=""scouting"""
6,7,great,determinations,"turkers=""great"""
7,7,grants,agree,"turkers=""agree"""
6,7,endanger,constrained,"turkers=""endanger"""
6,7,named cadie,entity,"turkers=""entity"""
7,7,worrisome,direr,"turkers=""worrisome"""
6,7,impact,constrained,"turkers=""impact"""
4,7,recognize,grants,"turkers=""recognize"""
7,7,implicates,confirms,"turkers=""confirms"""
6,7,societas europaea,entity,"turkers=""entity"""
7,7,la.civ.code art,determinations,"turkers=""determinations"""
7,7,sheikh,she,"turkers=""she"""
